City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
123,Omsukchan,62.5333,155.8,-34.19,95,20,4.16,RU,2021-12-04 22:51:03
124,Kabare,-2.4683,28.8242,61.3,93,100,2.06,CD,2021-12-04 22:51:03
125,Mazzarino,37.3043,14.2141,47.59,81,0,4.29,IT,2021-12-04 22:51:04
126,Tuktoyaktuk,69.4541,-133.0374,-23.8,76,1,4.61,CA,2021-12-04 22:51:04
127,Severo-Kurilsk,50.6789,156.125,31.44,71,75,21.81,RU,2021-12-04 22:51:04
128,Cape Town,-33.9258,18.4232,65.12,86,75,3.0,ZA,2021-12-04 22:51:05
129,Deogarh,21.5333,84.7333,65.41,95,100,3.15,IN,2021-12-04 22:51:05
130,Eyl,7.9803,49.8164,74.75,71,92,15.68,SO,2021-12-04 22:51:05
131,Bambous Virieux,-20.3428,57.7575,77.25,78,20,5.75,MU,2021-12-04 22:51:06
132,Komsomolskiy,40.4272,71.7189,38.62,75,100,4.61,UZ,2021-12-04 22:51:06
133,San Patricio,28.017,-97.5169,84.29,70,55,12.5,US,2021-12-04 22:51:06
134,Vanimo,-2.6741,141.3028,80.46,86,100,6.62,PG,2021-12-04 22:51:07
135,Bac Lieu,9.285,105.7244,67.66,75,89,7.23,VN,2021-12-04 22:51:07
136,Ponta Do Sol,32.6667,-17.1,66.83,67,97,9.28,PT,2021-12-04 22:52:07
137,Cururupu,-1.8283,-44.8683,75.78,94,63,2.82,BR,2021-12-04 22:52:08
138,Narsaq,60.9167,-46.05,31.59,73,100,13.29,GL,2021-12-04 22:52:08
139,Lowestoft,52.4752,1.7516,41.95,92,87,12.62,GB,2021-12-04 22:52:08
140,Ilinskiy,55.619,38.1182,23.77,86,75,2.24,RU,2021-12-04 22:52:08
141,Pueblo,38.2545,-104.6091,64.74,37,1,1.99,US,2021-12-04 22:48:46
142,Bathsheba,13.2167,-59.5167,81.21,74,75,18.41,BB,2021-12-04 22:52:09
143,Praia Da Vitoria,38.7333,-27.0667,63.75,94,75,6.08,PT,2021-12-04 22:52:09
144,Prieska,-29.6641,22.7474,66.04,41,99,4.09,ZA,2021-12-04 22:52:09
145,Provideniya,64.3833,-173.3,22.15,93,97,5.88,RU,2021-12-04 22:52:10
146,Bowmore,34.9421,-79.3031,66.85,71,91,3.4,US,2021-12-04 22:52:10
147,Kununurra,-15.7667,128.7333,87.78,74,100,5.75,AU,2021-12-04 22:52:11
148,Uyuni,-20.4597,-66.825,61.3,38,83,8.97,BO,2021-12-04 22:52:11
149,Tiksi,71.6872,128.8694,-20.6,97,100,1.9,RU,2021-12-04 22:52:11
150,Codrington,-38.2667,141.9667,58.62,49,9,8.75,AU,2021-12-04 22:52:11
151,Las Tunas,20.9617,-76.9511,74.75,79,73,10.42,CU,2021-12-04 22:52:12
152,Tura,25.5198,90.2201,65.8,73,100,2.01,IN,2021-12-04 22:48:54
153,Wakefield,53.6809,-1.499,42.39,82,100,15.28,GB,2021-12-04 22:52:12
154,Souillac,-20.5167,57.5167,77.38,78,20,5.75,MU,2021-12-04 22:52:12
155,Bethel,41.3712,-73.414,44.49,69,1,1.01,US,2021-12-04 22:52:13
156,Khatanga,71.9667,102.5,-21.33,97,100,10.25,RU,2021-12-04 22:50:03
157,Waipawa,-41.4122,175.5153,68.63,55,90,12.41,NZ,2021-12-04 22:52:13
158,Humaita,-7.5061,-63.0208,75.49,96,81,0.89,BR,2021-12-04 22:49:20
159,Avarua,-21.2078,-159.775,78.85,89,90,4.61,CK,2021-12-04 22:51:34
160,Basoko,1.2391,23.616,71.74,97,99,1.83,CD,2021-12-04 22:52:14
161,Oeiras,-7.0253,-42.1311,74.71,88,100,0.85,BR,2021-12-04 22:52:14
162,Srednekolymsk,67.45,153.6833,-42.0,100,67,2.3,RU,2021-12-04 22:52:14
163,Alice Springs,-23.7,133.8833,80.15,24,22,10.36,AU,2021-12-04 22:52:15
164,Kenora,49.8167,-94.4337,17.58,67,40,4.61,CA,2021-12-04 22:51:57
165,Vieques,18.425,-65.8329,81.9,78,40,10.36,PR,2021-12-04 22:52:15
166,Ayan,56.45,138.1667,6.33,64,100,4.07,RU,2021-12-04 22:52:15
167,Bluff,-46.6,168.3333,55.8,90,100,13.67,NZ,2021-12-04 22:52:16
168,Upernavik,72.7868,-56.1549,23.36,63,100,2.66,GL,2021-12-04 22:50:00
169,Leningradskiy,69.3833,178.4167,-18.04,94,87,5.35,RU,2021-12-04 22:52:16
170,Chadiza,-14.0678,32.4392,73.74,47,6,7.11,ZM,2021-12-04 22:52:16
171,Bilibino,68.0546,166.4372,-40.95,99,49,4.99,RU,2021-12-04 22:52:16
172,Bonthe,7.5264,-12.505,80.37,81,84,6.64,SL,2021-12-04 22:51:44
173,Alta Floresta,-9.8756,-56.0861,74.28,95,100,1.54,BR,2021-12-04 22:49:09
174,Itoman,26.1247,127.6694,64.42,61,75,12.66,JP,2021-12-04 22:52:17
175,Kaeo,-35.1,173.7833,74.32,82,97,9.95,NZ,2021-12-04 22:52:17
176,Hasaki,35.7333,140.8333,39.6,58,4,16.44,JP,2021-12-04 22:51:14
177,Korla,41.7597,86.1469,26.42,61,95,1.41,CN,2021-12-04 22:52:17
178,Chaihe,44.7667,129.7,2.93,92,10,5.06,CN,2021-12-04 22:52:18
179,Chokurdakh,70.6333,147.9167,-40.41,100,58,2.59,RU,2021-12-04 22:51:36
180,Carutapera,-1.195,-46.02,78.19,85,93,6.35,BR,2021-12-04 22:52:18
181,Ovruch,51.3246,28.8035,28.9,84,100,7.4,UA,2021-12-04 22:52:18
182,Oblivskaya,48.5362,42.5014,35.87,90,100,11.07,RU,2021-12-04 22:52:19
183,Lata,40.1629,-8.3327,50.81,97,18,3.78,PT,2021-12-04 22:53:19
184,Sioux Lookout,50.1001,-91.917,8.98,78,75,6.91,CA,2021-12-04 22:49:52
185,Vila Velha,-20.3297,-40.2925,76.95,79,75,1.01,BR,2021-12-04 22:53:19
186,Dhidhdhoo,6.8833,73.1,80.92,77,27,5.26,MV,2021-12-04 22:53:20
187,Kahului,20.8947,-156.47,78.82,54,40,17.27,US,2021-12-04 22:53:20
188,Isangel,-19.55,169.2667,86.11,74,75,6.91,VU,2021-12-04 22:50:04
189,East London,-33.0153,27.9116,68.76,95,100,18.81,ZA,2021-12-04 22:52:36
190,Sturgeon Falls,46.3646,-79.9326,32.09,78,99,9.64,CA,2021-12-04 22:51:10
191,Beringovskiy,63.05,179.3167,25.52,98,100,6.24,RU,2021-12-04 22:53:21
192,Ahipara,-35.1667,173.1667,72.5,73,49,12.21,NZ,2021-12-04 22:53:21
193,Victoria,22.2855,114.1577,64.38,67,95,1.01,HK,2021-12-04 22:49:37
194,Ribeira Grande,38.5167,-28.7,64.31,75,89,11.97,PT,2021-12-04 22:53:21
195,Maumere,-8.6199,122.2111,80.53,79,96,5.28,ID,2021-12-04 22:53:22
196,Coihaique,-45.5752,-72.0662,66.15,45,40,8.05,CL,2021-12-04 22:53:22
197,Muzhi,65.3667,64.6667,-20.94,99,100,0.6,RU,2021-12-04 22:53:22
198,Pisco,-13.7,-76.2167,69.85,78,0,19.57,PE,2021-12-04 22:51:15
199,Corinto,37.9407,22.9573,56.44,88,5,1.34,GR,2021-12-04 22:53:23
200,Ulaangom,49.9811,92.0667,4.37,74,5,4.79,MN,2021-12-04 22:53:23
201,San Quintin,30.4833,-115.95,63.52,74,8,17.16,MX,2021-12-04 22:52:32
202,Oranjemund,-28.55,16.4333,60.75,87,77,6.38,NA,2021-12-04 22:53:23
203,Santa Rosa,14.3122,121.1114,73.85,75,64,15.75,PH,2021-12-04 22:53:24
204,Okhotsk,59.3833,143.3,-22.45,90,74,10.83,RU,2021-12-04 22:53:24
205,Altay,47.8667,88.1167,21.4,52,5,7.99,CN,2021-12-04 22:53:24
206,Kysyl-Syr,63.8986,122.7617,-11.85,98,100,5.5,RU,2021-12-04 22:53:25
207,Mehamn,71.0357,27.8492,17.94,84,13,21.88,NO,2021-12-04 22:53:25
208,Tateyama,34.9833,139.8667,48.09,55,10,11.03,JP,2021-12-04 22:51:33
209,Malinovoye Ozero,51.6753,79.7825,26.47,91,99,3.6,RU,2021-12-04 22:53:25
210,Norman Wells,65.282,-126.8329,-34.56,61,20,4.61,CA,2021-12-04 22:53:26
211,Floro,61.5996,5.0328,33.76,80,90,12.66,NO,2021-12-04 22:53:26
212,Sanming,26.2486,117.6186,44.87,80,5,2.1,CN,2021-12-04 22:53:26
213,Kupang,-10.1667,123.5833,79.38,94,75,1.14,ID,2021-12-04 22:52:35
214,Inuvik,68.3499,-133.7218,-17.39,73,1,3.44,CA,2021-12-04 22:53:27
215,Sao Joao Da Barra,-21.6403,-41.0511,73.06,81,15,6.33,BR,2021-12-04 22:53:27
216,Kasongo,-4.45,26.6667,68.92,96,55,2.06,CD,2021-12-04 22:53:27
217,Traian,46.6333,27.0333,32.32,86,0,11.5,RO,2021-12-04 22:53:27
218,Nabire,-3.3667,135.4833,78.55,87,100,1.88,ID,2021-12-04 22:53:28
219,Zabaykalsk,49.6333,117.3167,20.3,79,100,20.31,RU,2021-12-04 22:53:28
220,Aklavik,68.2191,-135.0107,-19.37,75,1,3.44,CA,2021-12-04 22:53:28
221,Hibbing,47.4272,-92.9377,25.95,17,100,3.2,US,2021-12-04 22:53:29
222,Saint George,37.1041,-113.5841,72.07,24,1,3.0,US,2021-12-04 22:53:29
223,Muriwai Beach,-36.8167,174.45,71.42,77,99,11.99,NZ,2021-12-04 22:53:29
224,Adrar,20.5022,-10.0711,65.46,16,84,11.56,MR,2021-12-04 22:53:30
225,Puerto Carreno,6.189,-67.4859,87.78,62,40,3.44,CO,2021-12-04 22:53:30
226,Hovd,48.0056,91.6419,19.2,54,1,3.24,MN,2021-12-04 22:53:30
227,Dudinka,69.4058,86.1778,-30.39,100,92,5.57,RU,2021-12-04 22:53:30
228,Bengkulu,-3.8004,102.2655,75.27,89,100,8.12,ID,2021-12-04 22:54:31
229,Deputatskiy,69.3,139.9,-37.34,95,64,1.97,RU,2021-12-04 22:54:31
230,Cavalcante,-13.7975,-47.4583,68.54,96,72,2.66,BR,2021-12-04 22:54:31
231,Edson,53.5835,-116.4356,15.94,62,1,3.44,CA,2021-12-04 22:54:32
232,Juan Lacaze,-34.4342,-57.4381,71.11,73,75,20.51,UY,2021-12-04 22:54:32
233,Ust-Kuyga,70.0167,135.6,-33.0,91,99,7.31,RU,2021-12-04 22:54:32
234,Nome,64.5011,-165.4064,10.47,92,90,4.61,US,2021-12-04 22:54:33
235,Sembe,1.6481,14.5806,72.19,96,92,2.35,CG,2021-12-04 22:54:33
236,Guaratinga,-16.5667,-39.5667,75.87,94,14,2.06,BR,2021-12-04 22:54:33
237,Beppu,33.2736,131.4919,44.28,73,9,2.84,JP,2021-12-04 22:54:33
238,Lasa,46.6166,10.7002,33.26,95,100,1.81,IT,2021-12-04 22:54:34
239,West Bay,19.3667,-81.4167,82.47,81,20,3.0,KY,2021-12-04 22:54:34
240,Port-Gentil,-0.7193,8.7815,78.76,94,40,10.36,GA,2021-12-04 22:54:34
241,Marquette,46.5333,-87.6335,24.33,72,98,12.26,US,2021-12-04 22:54:35
242,Prado,-17.3411,-39.2208,74.66,86,39,3.02,BR,2021-12-04 22:54:35
243,Lorengau,-2.0226,147.2712,84.34,78,100,18.41,PG,2021-12-04 22:54:35
244,Kaitangata,-46.2817,169.8464,59.94,78,100,8.39,NZ,2021-12-04 22:54:36
245,Poum,-20.2333,164.0167,81.52,69,18,9.86,NC,2021-12-04 22:54:36
246,Pangnirtung,66.1451,-65.7125,19.4,86,90,0.0,CA,2021-12-04 22:54:36
247,Baie-Comeau,49.2168,-68.1489,20.68,63,90,10.36,CA,2021-12-04 22:54:36
248,Upata,8.0086,-62.3989,80.19,75,81,4.45,VE,2021-12-04 22:54:37
249,Brae,60.3964,-1.353,37.31,80,90,27.09,GB,2021-12-04 22:54:37
250,Olafsvik,64.8945,-23.7142,34.93,78,82,12.1,IS,2021-12-04 22:54:37
251,Chicama,-7.8447,-79.1469,64.94,78,99,7.0,PE,2021-12-04 22:54:38
252,Maningrida,-12.0667,134.2667,87.78,64,100,4.38,AU,2021-12-04 22:54:38
253,Antofagasta,-23.65,-70.4,63.68,71,27,6.2,CL,2021-12-04 22:54:38
254,Hirara,24.8,125.2833,66.47,63,20,10.36,JP,2021-12-04 22:54:39
255,Vereeniging,-26.6731,27.9261,60.84,85,100,8.41,ZA,2021-12-04 22:54:39
256,Cockburn Town,21.4612,-71.1419,79.92,75,35,21.5,TC,2021-12-04 22:54:39
257,Meulaboh,4.1363,96.1285,75.78,87,75,3.65,ID,2021-12-04 22:54:40
258,Leshukonskoye,64.8989,45.7622,0.16,82,100,8.43,RU,2021-12-04 22:54:40
259,Namibe,-15.1961,12.1522,70.07,71,40,4.43,AO,2021-12-04 22:54:40
260,Verkh-Usugli,52.7,115.1667,12.16,90,58,5.32,RU,2021-12-04 22:54:41
261,Quixada,-4.9714,-39.0153,81.64,64,89,8.93,BR,2021-12-04 22:54:41
262,Kropotkin,45.4375,40.5756,47.59,60,100,5.59,RU,2021-12-04 22:54:41
263,Itacoatiara,-3.1431,-58.4442,76.26,93,55,0.45,BR,2021-12-04 22:54:41
264,Vilcun,-38.65,-72.2333,72.34,45,0,5.79,CL,2021-12-04 22:54:42
265,Pontianak,-0.0333,109.3333,76.98,94,40,3.44,ID,2021-12-04 22:54:42
266,Tessalit,20.1986,1.0114,65.8,17,65,9.46,ML,2021-12-04 22:54:42
267,Nemuro,43.3236,145.575,32.4,70,20,22.91,JP,2021-12-04 22:54:43
268,Arlit,18.7369,7.3853,69.04,18,7,5.55,NE,2021-12-04 22:52:52
269,Charters Towers,-20.1,146.2667,83.44,53,0,7.56,AU,2021-12-04 22:54:43
270,Baherden,38.4362,57.4316,43.66,75,0,6.35,TM,2021-12-04 22:54:43
271,Gayny,60.3071,54.3241,21.69,96,88,6.11,RU,2021-12-04 22:54:43
272,Berlevag,70.8578,29.0864,17.64,86,32,24.7,NO,2021-12-04 22:54:44
273,Talnakh,69.4865,88.3972,-30.8,99,100,2.59,RU,2021-12-04 22:55:44
274,Ahuimanu,21.4447,-157.8378,74.46,68,20,11.5,US,2021-12-04 22:55:44
275,Port Moresby,-9.4431,147.1797,80.02,89,40,8.05,PG,2021-12-04 22:55:45
276,Mildura,-34.2,142.15,68.07,48,52,10.36,AU,2021-12-04 22:55:26
277,Micheldorf,46.9222,14.4405,32.7,93,100,3.42,AT,2021-12-04 22:55:45
278,Hami,42.8,93.45,26.49,54,87,4.81,CN,2021-12-04 22:55:45
279,Mahebourg,-20.4081,57.7,77.29,78,20,5.75,MU,2021-12-04 22:52:36
280,Bairiki,1.3292,172.9752,86.0,70,24,17.27,KI,2021-12-04 22:55:46
281,Kisangani,0.5167,25.2,71.51,98,97,1.63,CD,2021-12-04 22:55:46
282,Horadiz,39.4488,47.3353,29.17,64,6,1.57,AZ,2021-12-04 22:55:46
283,Hailar,49.2,119.7,13.33,88,51,9.91,CN,2021-12-04 22:55:47
284,Urengoy,65.9667,78.3667,-32.3,100,30,3.71,RU,2021-12-04 22:55:47
285,Flic En Flac,-20.2742,57.3631,77.56,72,29,10.58,MU,2021-12-04 22:55:47
286,Nikolsk,53.7189,46.0712,26.37,84,97,8.28,RU,2021-12-04 22:55:47
287,Arbuzynka,47.9097,31.3196,29.61,70,48,6.38,UA,2021-12-04 22:55:48
288,Bocas Del Toro,9.3333,-82.25,84.07,77,42,6.82,PA,2021-12-04 22:55:48
289,Ucluelet,48.9329,-125.5528,43.11,85,75,9.93,CA,2021-12-04 22:52:16
290,Shahr-E Babak,30.1165,55.1186,41.61,31,0,1.43,IR,2021-12-04 22:55:48
291,Sabang,5.8933,95.3214,80.98,76,52,8.99,ID,2021-12-04 22:55:49
292,Acajutla,13.5928,-89.8275,84.11,63,62,4.47,SV,2021-12-04 22:55:49
293,Mitsamiouli,-11.3847,43.2844,81.1,76,81,12.5,KM,2021-12-04 22:55:49
294,Frankfort,-27.2667,28.4833,59.36,89,100,7.99,ZA,2021-12-04 22:55:50
295,Urumqi,43.801,87.6005,14.95,86,100,2.24,CN,2021-12-04 22:54:26
296,Sandnessjoen,66.0217,12.6316,24.78,51,7,7.0,NO,2021-12-04 22:55:50
297,Otradnoye,59.7775,30.8181,13.17,94,99,6.04,RU,2021-12-04 22:50:51
298,Casma,-41.0082,-73.1244,70.88,42,0,8.52,CL,2021-12-04 22:55:50
299,Ilulissat,69.2167,-51.1,38.48,43,100,37.45,GL,2021-12-04 22:55:51
300,Maceio,-9.6658,-35.7353,81.84,83,75,8.05,BR,2021-12-04 22:55:51
301,Sorland,67.667,12.6934,28.67,62,10,15.05,NO,2021-12-04 22:55:51
302,Fairbanks,64.8378,-147.7164,-22.02,68,1,0.0,US,2021-12-04 22:55:51
303,Araouane,18.9048,-3.5265,67.57,18,99,13.15,ML,2021-12-04 22:55:52
304,Mandalgovi,45.7625,106.2708,23.2,36,0,15.99,MN,2021-12-04 22:55:52
305,Honiara,-9.4333,159.95,87.15,65,86,3.36,SB,2021-12-04 22:55:52
306,Suntar,62.1444,117.6319,12.29,86,95,7.87,RU,2021-12-04 22:55:52
307,Castro,-24.7911,-50.0119,65.89,68,37,9.13,BR,2021-12-04 22:51:28
308,La Rioja,42.25,-2.5,38.98,89,99,6.93,ES,2021-12-04 22:55:53
309,La Crosse,43.8014,-91.2396,34.43,56,98,1.99,US,2021-12-04 22:55:53
310,Tete,-16.1564,33.5867,83.64,43,33,4.21,MZ,2021-12-04 22:55:53
311,Hasanabad,36.5465,61.0543,42.06,81,21,5.06,IR,2021-12-04 22:55:54
312,Yar-Sale,66.8333,70.8333,-22.95,98,25,3.33,RU,2021-12-04 22:55:54
313,Haradok,55.4624,29.9816,25.32,97,98,4.59,BY,2021-12-04 22:55:54
314,Krasnoznamensk,55.5994,37.0386,23.09,86,75,2.24,RU,2021-12-04 22:55:55
315,Plettenberg Bay,-34.0527,23.3716,62.55,95,100,19.04,ZA,2021-12-04 22:55:55
316,Banda Aceh,5.5577,95.3222,77.14,85,28,6.24,ID,2021-12-04 22:55:55
317,Dunedin,-45.8742,170.5036,54.81,66,100,3.0,NZ,2021-12-04 22:52:51
318,Rocha,-34.4833,-54.3333,61.11,90,70,5.61,UY,2021-12-04 22:55:56
319,Chippewa Falls,44.9369,-91.3929,33.98,56,90,5.75,US,2021-12-04 22:52:05
320,Smithers,54.7804,-127.1743,25.12,86,40,5.75,CA,2021-12-04 22:55:56
321,The Valley,18.217,-63.0578,81.1,83,20,5.75,AI,2021-12-04 22:55:56
322,Asekeyevo,53.5742,52.7972,32.74,99,100,6.08,RU,2021-12-04 23:02:11
323,Los Llanos De Aridane,28.6585,-17.9182,61.12,54,20,8.01,ES,2021-12-04 23:02:12
324,Wamba,8.9333,8.6,77.29,32,86,4.59,NG,2021-12-04 23:02:12
325,North Platte,41.1239,-100.7654,54.0,61,1,8.05,US,2021-12-04 23:02:12
326,Salalah,17.0151,54.0924,72.82,42,0,7.47,OM,2021-12-04 23:02:13
327,Tanabe,33.7333,135.3667,45.61,57,20,9.22,JP,2021-12-04 23:02:13
328,Mecca,21.4267,39.8261,72.54,73,0,0.6,SA,2021-12-04 23:00:10
329,Kishni,27.0247,79.2634,64.22,55,0,3.4,IN,2021-12-04 23:02:13
330,Broken Hill,-31.95,141.4333,68.95,35,61,10.56,AU,2021-12-04 23:01:16
331,Mayo,38.8876,-76.5119,53.4,68,1,0.0,US,2021-12-04 23:02:14
332,Inhambane,-23.865,35.3833,77.07,90,0,11.92,MZ,2021-12-04 23:02:14
333,Ossora,59.2353,163.0719,27.14,97,100,6.08,RU,2021-12-04 23:02:14
334,Khalkhal,37.6189,48.5258,34.09,43,1,4.63,IR,2021-12-04 23:02:15
335,Bud,39.447,-86.1758,45.32,65,89,6.6,US,2021-12-04 23:02:15
336,Karaton,-6.3424,106.1045,75.36,94,100,1.7,ID,2021-12-04 23:02:15
337,Faya,18.3851,42.4509,52.32,39,0,1.01,SA,2021-12-04 22:59:00
338,Linxia,35.6003,103.2064,25.79,57,0,3.76,CN,2021-12-04 23:02:16
339,Buala,-8.145,159.5921,85.51,68,90,2.33,SB,2021-12-04 22:58:49
340,Arak,34.0917,49.6892,40.32,35,42,2.35,IR,2021-12-04 23:02:16
341,Chumikan,54.7183,135.315,6.4,74,96,29.46,RU,2021-12-04 22:58:54
342,Lufilufi,-13.8745,-171.5986,85.78,74,91,10.65,WS,2021-12-04 23:02:16
343,Roald,62.5833,6.1333,37.54,60,90,12.66,NO,2021-12-04 23:01:15
344,Barra Patuca,15.8,-84.2833,77.4,86,91,3.49,HN,2021-12-04 23:02:17
345,Panjab,34.388,67.0233,28.06,53,91,1.92,AF,2021-12-04 23:02:17
346,Khani,41.9563,42.9566,44.17,47,67,8.99,GE,2021-12-04 23:02:18
347,Swan Hill,-35.3378,143.5544,63.54,32,0,9.06,AU,2021-12-04 23:02:18
348,Itarema,-2.9248,-39.9167,80.78,78,36,13.71,BR,2021-12-04 23:02:18
349,Matara,5.9485,80.5353,76.46,91,91,3.56,LK,2021-12-04 23:02:18
350,Malindi,-3.2175,40.1191,78.24,83,35,6.96,KE,2021-12-04 23:02:19
351,Aswan,24.0934,32.907,68.65,22,0,6.82,EG,2021-12-04 23:02:19
352,Okahandja,-21.9833,16.9167,59.83,39,0,6.78,NA,2021-12-04 23:02:20
353,Klaeng,12.7797,101.6483,67.95,68,75,7.02,TH,2021-12-04 23:02:20
354,Chiriguana,9.3624,-73.6031,80.02,78,65,1.39,CO,2021-12-04 23:02:20
355,Sept-Iles,50.2001,-66.3821,20.05,67,17,5.99,CA,2021-12-04 23:00:02
356,Katobu,-4.9408,122.5276,76.15,93,100,3.11,ID,2021-12-04 23:02:21
357,Pasighat,28.0667,95.3333,61.95,60,22,3.13,IN,2021-12-04 23:02:21
358,Quime,-16.9833,-67.2167,54.82,86,92,5.93,BO,2021-12-04 23:02:21
359,Bilma,18.6853,12.9164,64.02,24,2,12.93,NE,2021-12-04 23:02:22
360,Shingu,33.7333,135.9833,45.59,72,2,6.2,JP,2021-12-04 23:02:22
361,Quatre Cocos,-20.2078,57.7625,77.09,72,57,11.65,MU,2021-12-04 23:02:22
362,Nador,35.174,-2.9287,59.25,72,0,21.85,MA,2021-12-04 23:02:22
363,Sakaraha,-22.9,44.5333,73.99,51,2,1.83,MG,2021-12-04 23:02:23
364,Strezhevoy,60.7333,77.5889,8.58,96,100,5.19,RU,2021-12-04 23:02:23
365,Teknaf,20.8624,92.3058,74.41,68,99,3.65,BD,2021-12-04 23:02:23
366,Winnemucca,40.973,-117.7357,53.11,33,4,5.03,US,2021-12-04 22:57:24
367,Udachnyy,66.4167,112.4,-14.84,94,99,18.1,RU,2021-12-04 23:02:24
368,Bukama,-9.2,25.85,71.46,77,9,1.57,CD,2021-12-04 23:02:24
369,Sitka,57.0531,-135.33,31.89,74,90,3.44,US,2021-12-04 23:03:25
370,Sinnamary,5.3833,-52.95,77.56,90,87,9.6,GF,2021-12-04 23:03:25
371,Ciudad Bolivar,8.1222,-63.5497,85.35,52,92,8.66,VE,2021-12-04 23:03:25
372,Caravelas,-17.7125,-39.2481,74.89,85,13,4.52,BR,2021-12-04 23:03:26
373,Quballat,36.5418,9.6633,48.42,70,0,4.21,TN,2021-12-04 23:03:26
374,Butembo,0.15,29.2833,57.42,97,98,3.0,CD,2021-12-04 23:00:21
375,Najran,17.4924,44.1277,53.85,36,0,1.48,SA,2021-12-04 23:03:26
376,Alihe,50.5667,123.7167,5.74,98,64,1.3,CN,2021-12-04 23:03:27
377,Katangli,51.7102,143.2326,-3.87,97,78,8.84,RU,2021-12-04 23:03:27
378,Labuhan,-6.8844,112.2051,77.81,86,100,9.69,ID,2021-12-04 23:03:27
379,Sardarshahr,28.4333,74.4833,63.68,52,0,2.84,IN,2021-12-04 23:03:28
380,Chinsali,-10.5414,32.0816,66.6,48,18,4.34,ZM,2021-12-04 23:03:28
381,Alofi,-19.0595,-169.9187,79.07,79,53,3.29,NU,2021-12-04 23:03:28
382,Pucallpa,-8.3791,-74.5539,82.44,74,75,6.91,PE,2021-12-04 23:03:28
383,Vardo,70.3705,31.1107,21.13,75,16,24.07,NO,2021-12-04 23:03:08
384,Gujranwala,32.1617,74.1883,61.74,48,80,3.42,PK,2021-12-04 22:58:48
385,Dobryanka,58.4619,56.4165,30.06,87,100,6.73,RU,2021-12-04 23:03:29
386,Karla,59.3723,24.9275,23.05,90,90,2.3,EE,2021-12-04 23:03:29
387,San Cristobal,7.7669,-72.225,73.58,75,54,2.64,VE,2021-12-04 23:03:29
388,Flin Flon,54.7682,-101.865,0.46,92,47,4.18,CA,2021-12-04 23:03:30
389,Saint-Joseph,-21.3667,55.6167,75.56,83,21,8.1,RE,2021-12-04 23:03:30
390,Miyakonojo,31.7333,131.0667,40.1,67,0,2.84,JP,2021-12-04 23:03:30
391,Te Anau,-45.4167,167.7167,58.14,91,96,4.68,NZ,2021-12-04 23:03:31
392,Warrington,53.3925,-2.5802,46.51,79,75,5.99,GB,2021-12-04 23:01:46
393,Mackay,-21.15,149.2,84.69,67,9,14.0,AU,2021-12-04 23:00:06
394,Fortuna,40.5982,-124.1573,52.14,95,90,1.01,US,2021-12-04 23:03:31
395,Chara,56.9064,118.2631,12.81,83,90,2.24,RU,2021-12-04 23:03:31
396,Bria,6.5423,21.9863,74.12,42,34,0.94,CF,2021-12-04 23:03:32
397,Statesboro,32.4488,-81.7832,64.71,82,1,0.0,US,2021-12-04 23:03:32
398,Achacachi,-16.05,-68.6833,48.07,76,94,10.09,BO,2021-12-04 23:03:32
399,Ambon,-3.6954,128.1814,78.94,89,20,4.61,ID,2021-12-04 23:01:55
400,Tiarei,-17.5333,-149.3333,82.42,71,53,12.48,PF,2021-12-04 23:03:33
