City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
252,Shahreza,IR,32.0339,51.8794,45.39,25,100,3.11,overcast clouds
253,Filadelfia,US,39.9523,-75.1638,48.61,66,75,3.0,broken clouds
254,Tuatapere,NZ,-46.1333,167.6833,55.81,51,84,6.85,broken clouds
255,Viedma,AR,-40.8135,-62.9967,72.45,33,0,18.59,clear sky
256,Seminole,US,28.7086,-81.2081,74.5,77,90,8.05,overcast clouds
257,Iqaluit,CA,63.7506,-68.5145,10.13,66,90,15.99,light snow
258,Yurimaguas,PE,-5.9,-76.0833,80.76,67,40,3.44,moderate rain
259,Cidreira,BR,-30.1811,-50.2056,69.64,87,50,14.76,scattered clouds
260,Airai,TL,-8.9266,125.4092,65.5,85,99,1.07,overcast clouds
261,Zaozerne,UA,45.1582,33.2787,47.95,82,47,8.77,scattered clouds
262,Severo-Kurilsk,RU,50.6789,156.125,31.68,77,94,16.49,overcast clouds
263,Souillac,MU,-20.5167,57.5167,78.37,78,40,8.05,scattered clouds
264,Nouakchott,MR,18.0858,-15.9785,76.93,28,100,11.54,overcast clouds
265,Paamiut,GL,61.994,-49.6678,25.16,68,100,13.98,light snow
266,Nelson Bay,AU,-32.7167,152.15,71.11,62,100,1.99,overcast clouds
267,Cherskiy,RU,68.75,161.3,-46.23,100,86,4.12,overcast clouds
268,Kedougou,SN,12.5579,-12.1743,78.71,19,33,2.15,scattered clouds
269,Castelo Branco,PT,39.8222,-7.4909,43.79,78,34,9.24,scattered clouds
270,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,88,75,4.88,broken clouds
271,Deputatskiy,RU,69.3,139.9,-24.68,97,100,2.91,overcast clouds
272,Shumskiy,RU,54.8318,99.1328,17.76,86,70,4.09,broken clouds
273,Erenhot,CN,43.6475,111.9767,21.09,81,3,2.21,clear sky
274,Jiwani,PK,25.05,61.7417,73.85,36,6,6.98,clear sky
275,Nebolchi,RU,59.1239,33.3454,0.03,89,28,6.91,scattered clouds
276,Bilibino,RU,68.0546,166.4372,-19.23,99,100,2.53,light snow
277,Kieta,PG,-6.2167,155.6333,82.81,76,100,2.24,overcast clouds
278,Chiang Kham,TH,19.5233,100.3,54.05,77,63,1.36,broken clouds
279,Mazyr,BY,52.0495,29.2456,28.53,93,100,5.46,overcast clouds
280,Kuhdasht,IR,33.535,47.6061,46.2,30,5,6.55,clear sky
281,Ancud,CL,-41.8697,-73.8203,71.42,68,38,5.48,scattered clouds
282,Aklavik,CA,68.2191,-135.0107,-6.77,88,11,8.41,few clouds
283,Shenzhen,CN,22.5455,114.0683,64.22,68,27,5.28,scattered clouds
284,Kohlu,PK,29.8962,69.252,45.82,41,3,2.55,clear sky
285,Isangel,VU,-19.55,169.2667,84.31,74,75,5.75,broken clouds
286,Hambantota,LK,6.1241,81.1185,77.05,89,9,7.05,clear sky
287,Kota Kinabalu,MY,5.9749,116.0724,75.18,100,20,4.61,few clouds
288,Kamaishi,JP,39.2667,141.8833,29.35,74,7,7.34,clear sky
289,Galesong,ID,-5.3166,119.3661,77.02,89,100,1.95,light rain
290,Saint-Augustin,CA,51.226,-58.6502,22.55,61,100,8.1,overcast clouds
291,Kayerkan,RU,69.3497,87.7602,-17.48,75,100,17.9,light snow
292,Platanos,GR,37.6667,21.6167,56.57,84,68,6.38,light rain
293,Wingham,CA,43.8879,-81.3114,29.39,91,100,20.6,snow
294,Namibe,AO,-15.1961,12.1522,72.28,62,4,6.42,clear sky
295,Volosovo,RU,59.4333,29.4833,-3.35,94,27,6.6,scattered clouds
296,Kahului,US,20.8947,-156.47,74.84,90,90,9.22,moderate rain
297,Asfi,MA,32.2994,-9.2372,57.79,81,0,20.56,clear sky
298,Heishan,CN,41.6892,122.1128,33.8,56,100,12.44,overcast clouds
299,Codrington,AU,-38.2667,141.9667,70.02,41,99,10.29,overcast clouds
300,Gambela,ET,8.25,34.5833,80.28,41,31,3.47,scattered clouds
301,Mahibadhoo,MV,3.7833,72.9667,82.17,73,33,13.18,scattered clouds
302,Springdale,US,36.1867,-94.1288,68.2,89,90,17.0,overcast clouds
303,Samana,DO,19.2056,-69.3369,78.76,89,18,9.44,few clouds
304,Tuzha,RU,57.6062,47.936,5.09,84,20,4.5,few clouds
305,Ponta Delgada,PT,37.7333,-25.6667,63.5,63,75,1.14,broken clouds
306,Kununurra,AU,-15.7667,128.7333,76.98,94,90,9.22,overcast clouds
307,Husavik,IS,66.0449,-17.3389,40.91,73,100,27.47,moderate rain
308,Hualmay,PE,-11.0964,-77.6139,67.33,84,100,10.49,overcast clouds
309,Ewa Beach,US,21.3156,-158.0072,74.01,78,90,5.75,moderate rain
310,Batie,BF,9.8833,-2.9167,79.23,16,18,3.87,few clouds
311,Evensk,RU,61.95,159.2333,-14.67,80,24,7.94,few clouds
312,Kalemie,CD,-5.9475,29.1947,71.33,79,100,2.1,light rain
313,Lavrentiya,RU,65.5833,-171.0,29.25,96,100,19.08,snow
314,Mbanza-Ngungu,CD,-5.25,14.8667,70.11,92,92,1.14,overcast clouds
315,Sakaiminato,JP,35.55,133.2333,35.58,100,20,3.44,few clouds
316,Provideniya,RU,64.3833,-173.3,28.51,93,90,20.13,snow
317,Sompeta,IN,18.9333,84.6,73.22,88,90,3.36,overcast clouds
318,Oldmeldrum,GB,57.3349,-2.3199,34.2,86,41,1.01,scattered clouds
319,Moose Factory,CA,51.2585,-80.6094,10.4,79,1,6.91,clear sky
320,Sambava,MG,-14.2667,50.1667,74.88,88,6,9.51,light rain
321,Samarai,PG,-10.6167,150.6667,83.43,73,99,9.62,overcast clouds
322,Talnakh,RU,69.4865,88.3972,-16.8,99,100,13.47,snow
323,Maloy,NO,61.9353,5.1136,37.06,78,100,5.01,light snow
324,Waitati,NZ,-45.75,170.5667,54.81,66,99,4.21,overcast clouds
325,Krasnyy Kommunar,RU,51.9644,55.3668,28.47,100,90,6.71,light snow
326,Neuquen,AR,-38.9516,-68.0591,84.09,30,0,8.05,clear sky
327,Turayf,SA,31.6725,38.6637,46.65,81,0,9.22,clear sky
328,Gondanglegi,ID,-7.7479,112.0132,75.7,90,100,6.35,overcast clouds
329,Araouane,ML,18.9048,-3.5265,62.91,14,62,11.16,broken clouds
330,Port Hardy,CA,50.6996,-127.4199,39.2,86,90,4.61,overcast clouds
331,Tongliao,CN,43.6125,122.2653,21.56,81,81,9.24,broken clouds
332,Lazaro Cardenas,MX,17.9583,-102.2,82.15,69,65,5.12,broken clouds
333,Bani,DO,18.2833,-70.3333,77.86,76,18,11.14,few clouds
334,Port Macquarie,AU,-31.4333,152.9167,71.89,69,99,6.2,overcast clouds
335,Ostrov,RU,57.3439,28.3537,6.53,96,85,6.04,overcast clouds
336,Nouadhibou,MR,20.931,-17.0347,67.98,49,39,9.22,dust
337,Agua Dulce,MX,18.1333,-94.1333,76.78,85,49,6.11,scattered clouds
338,Oranjestad,AW,12.524,-70.027,82.35,78,20,16.11,few clouds
339,Aloleng,PH,16.1307,119.7824,74.26,72,70,8.97,broken clouds
340,Severnyy,RU,50.677,36.5532,24.84,86,100,4.47,overcast clouds
341,Erzin,TR,36.9559,36.2,48.72,45,0,4.09,clear sky
342,Kempsey,AU,-31.0833,152.8333,71.94,80,97,3.0,overcast clouds
343,Solomenskoye,RU,44.2167,44.3528,41.83,60,48,2.1,scattered clouds
344,Ternate,ID,0.8,127.4,82.45,79,95,8.97,overcast clouds
345,Burnie,AU,-41.0667,145.9167,59.49,81,95,14.56,overcast clouds
346,Norman Wells,CA,65.282,-126.8329,-29.16,68,75,4.61,broken clouds
347,Rajapur,IN,25.3833,81.15,63.45,70,2,3.51,clear sky
348,Moree,AU,-29.4667,149.85,77.02,53,59,17.27,broken clouds
349,Dandong,CN,40.1292,124.3947,35.78,86,89,3.42,overcast clouds
350,Orthez,FR,43.4884,-0.7724,50.43,92,73,6.24,broken clouds
351,Yudong,CN,29.385,106.5194,57.36,87,0,0.49,clear sky
352,Khorramshahr,IR,30.4397,48.1664,60.76,77,0,6.91,clear sky
353,Hamada,JP,34.8833,132.0833,39.99,62,11,4.03,few clouds
354,Grants Pass,US,42.439,-123.3284,56.08,81,90,0.0,mist
355,Celestun,MX,20.8667,-90.4,75.61,67,0,11.23,clear sky
356,Mayahi,NE,13.9553,7.6712,68.58,16,35,10.96,scattered clouds
357,Marsaxlokk,MT,35.8419,14.5431,57.81,82,20,12.66,few clouds
358,Huinan,CN,42.6225,126.2614,31.19,93,100,5.12,overcast clouds
359,Dicabisagan,PH,17.0818,122.4157,73.17,84,89,5.93,overcast clouds
360,Aguimes,ES,27.9054,-15.4461,63.23,63,40,20.71,scattered clouds
361,Payo,ID,-3.7508,103.6372,73.89,95,100,2.21,overcast clouds
362,Changzhou,CN,31.7833,119.9667,41.92,83,0,3.83,clear sky
363,Peniche,PT,39.3558,-9.3811,56.62,76,83,17.67,broken clouds
364,Altay,CN,47.8667,88.1167,26.64,55,98,8.19,overcast clouds
365,Mandera,KE,3.9366,41.867,81.21,40,55,4.36,broken clouds
366,Flin Flon,CA,54.7682,-101.865,-11.36,70,20,5.75,few clouds
367,Hoi An,VN,15.8794,108.335,67.96,79,100,9.53,overcast clouds
368,Piacabucu,BR,-10.4056,-36.4344,78.28,83,64,11.48,broken clouds
369,Nabire,ID,-3.3667,135.4833,85.23,64,92,5.06,overcast clouds
370,Trelew,AR,-43.249,-65.3051,65.86,52,9,15.61,clear sky
371,Shakawe,BW,-18.3667,21.85,71.69,68,100,6.22,overcast clouds
372,Tucuma,BR,-0.1833,-50.05,76.57,93,64,5.93,moderate rain
373,Safaga,EG,26.7292,33.9365,62.55,44,100,13.06,overcast clouds
374,Providencia,MX,28.7167,-111.5833,86.05,32,0,13.89,clear sky
375,Pampa,US,35.5362,-100.9599,72.55,19,1,5.75,clear sky
376,Shostka,UA,51.863,33.4698,27.99,82,100,7.56,overcast clouds
377,Teahupoo,PF,-17.8333,-149.2667,80.56,73,87,18.25,overcast clouds
378,Shache,CN,38.4167,77.2406,30.2,33,100,2.48,overcast clouds
379,Kautokeino,NO,69.0125,23.0412,-21.64,100,93,5.35,overcast clouds
380,Sobolevo,RU,54.4299,31.8996,23.58,97,100,5.03,overcast clouds
381,Gamba,GA,-2.65,10.0,78.03,89,100,4.34,light rain
382,Warri,NG,5.5167,5.75,77.97,90,98,3.31,overcast clouds
383,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.38,88,33,10.94,scattered clouds
384,Charters Towers,AU,-20.1,146.2667,85.69,42,4,14.09,clear sky
385,Chegdomyn,RU,51.1167,133.0167,12.42,94,100,2.42,light snow
386,Boa Vista,BR,2.8197,-60.6733,84.18,61,75,9.22,broken clouds
387,Zyryanka,RU,65.75,150.85,-43.55,96,88,5.61,overcast clouds
388,Aleksandrovka,UA,46.8383,32.7612,40.51,82,100,8.1,overcast clouds
389,Zarand,IR,30.8127,56.564,53.02,19,99,6.76,overcast clouds
390,Guiglo,CI,6.5456,-7.4966,74.77,89,79,2.33,light rain
391,Halifax,CA,44.6453,-63.5724,30.2,79,70,1.01,broken clouds
392,Lasa,IT,46.6166,10.7002,30.61,92,95,5.59,overcast clouds
393,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,16.81,66,99,9.13,overcast clouds
394,Suluq,LY,31.6682,20.2521,59.45,47,23,9.42,few clouds
395,Tuyan,PH,6.0,125.2833,80.69,77,64,2.13,broken clouds
396,Tual,ID,-5.6667,132.75,82.17,80,99,14.7,moderate rain
397,Sabang,ID,5.8933,95.3214,80.92,77,91,14.92,overcast clouds
398,Manjacaze,MZ,-24.7117,33.8828,75.87,67,28,7.34,scattered clouds
399,Saquena,PE,-4.6667,-73.5167,73.56,99,95,1.16,overcast clouds
400,Verkhoyansk,RU,67.5447,133.385,-20.25,99,100,1.01,overcast clouds
401,Bubaque,GW,11.2833,-15.8333,81.5,68,100,12.53,overcast clouds
402,Pemba,MZ,-12.974,40.5178,80.56,79,57,8.72,broken clouds
403,Ola,RU,59.5833,151.2833,-10.08,93,69,6.26,broken clouds
404,Dudinka,RU,69.4058,86.1778,-16.38,98,100,20.36,light snow
405,Pacific Grove,US,36.6177,-121.9166,69.62,83,40,1.99,scattered clouds
406,Basco,PH,20.4487,121.9702,75.15,73,81,23.13,broken clouds
407,Cootamundra,AU,-34.65,148.0333,64.94,50,100,12.28,light rain
408,San Quintin,MX,30.4833,-115.95,62.85,77,0,13.31,clear sky
409,Sitka,US,57.0531,-135.33,35.49,75,90,8.05,light snow
410,Lulea,SE,65.5842,22.1547,-3.93,84,90,4.61,light shower snow
411,Koumac,NC,-20.5667,164.2833,83.86,65,16,3.31,few clouds
412,Nurota,UZ,40.5614,65.6886,35.69,79,2,5.03,clear sky
413,Orel-Izumrud,RU,43.4583,39.9244,50.02,76,90,8.95,overcast clouds
414,Denpasar,ID,-8.65,115.2167,76.71,94,75,24.16,thunderstorm with rain
415,Sept-Iles,CA,50.2001,-66.3821,12.72,62,20,4.61,few clouds
416,Plettenberg Bay,ZA,-34.0527,23.3716,64.47,86,98,11.79,light rain
417,Batemans Bay,AU,-35.7167,150.1833,67.19,56,100,5.03,overcast clouds
418,Ixtapa,MX,20.7,-105.2,81.63,65,75,6.91,broken clouds
419,Neftegorsk,RU,52.802,51.166,20.97,96,81,5.75,broken clouds
420,Evanston,US,42.0411,-87.6901,40.35,95,90,4.0,mist
421,Spartanburg,US,34.9496,-81.9321,58.26,62,90,0.0,overcast clouds
422,Vostok,RU,46.4856,135.8833,22.21,94,51,5.99,broken clouds
423,Muisne,EC,0.6,-80.0333,74.53,85,100,9.44,overcast clouds
424,Kualakapuas,ID,-3.0091,114.3876,77.16,94,97,3.29,overcast clouds
425,Karonga,MW,-9.9333,33.9333,78.3,65,45,12.37,scattered clouds
426,Am Timan,TD,11.0297,20.2827,76.87,26,72,7.36,broken clouds
427,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.17,93,72,4.47,broken clouds
428,Segezha,RU,63.7415,34.3222,6.31,95,45,4.56,scattered clouds
429,Bembereke,BJ,10.2283,2.6634,73.99,25,100,3.31,overcast clouds
430,Margate,GB,51.3813,1.3862,41.97,92,83,17.2,light rain
431,Tzucacab,MX,20.0667,-89.05,75.51,59,6,2.93,clear sky
432,Tura,IN,25.5198,90.2201,66.45,81,100,3.51,overcast clouds
433,Manzhouli,CN,49.6,117.4333,10.02,89,7,6.67,clear sky
434,Singtam,IN,27.2333,88.5,60.58,63,36,4.76,scattered clouds
435,Shihezi,CN,44.3,86.0333,26.76,80,43,4.05,scattered clouds
436,Cody,US,44.5263,-109.0565,22.3,80,90,8.05,light snow
437,Yar-Sale,RU,66.8333,70.8333,-14.46,90,41,14.58,scattered clouds
438,Shakiso,ET,5.75,38.9167,52.2,71,9,3.6,clear sky
439,Ceuta,ES,35.8903,-5.3075,59.11,70,0,15.41,clear sky
440,Iskateley,RU,67.6803,53.1512,19.71,85,100,18.37,overcast clouds
441,Omboue,GA,-1.5746,9.2618,76.35,94,100,8.3,light rain
442,Rypefjord,NO,70.6333,23.6667,28.87,80,20,24.16,few clouds
443,Crateus,BR,-5.1783,-40.6775,87.66,37,72,3.24,broken clouds
444,Porto Velho,BR,-8.7619,-63.9039,78.85,94,40,0.0,thunderstorm
445,Nemuro,JP,43.3236,145.575,38.89,69,3,14.83,clear sky
446,Barra Do Corda,BR,-5.5,-45.25,75.43,92,83,1.59,broken clouds
447,Maturin,VE,9.75,-63.1767,75.63,82,77,8.08,broken clouds
448,Stephenville,US,32.2207,-98.2023,75.24,68,1,9.22,clear sky
449,Berlevag,NO,70.8578,29.0864,28.4,89,59,25.57,light snow
450,Mumford,GH,5.2618,-0.759,80.49,86,76,8.95,broken clouds
451,Gravdal,NO,68.1214,13.5031,23.65,69,27,10.13,scattered clouds
452,Ulladulla,AU,-35.35,150.4667,69.87,56,100,5.82,overcast clouds
453,The Valley,AI,18.217,-63.0578,81.1,74,20,10.36,few clouds
454,Paragominas,BR,-2.9667,-47.4833,74.86,89,84,3.42,broken clouds
455,Puerto Escondido,MX,15.85,-97.0667,85.03,65,1,5.75,clear sky
456,Yulara,AU,-25.2406,130.9889,73.24,56,75,12.66,broken clouds
457,Kloulklubed,PW,7.0419,134.2556,82.9,76,100,12.48,overcast clouds
458,Katangli,RU,51.7102,143.2326,24.03,83,68,10.04,broken clouds
459,Antsohihy,MG,-14.8796,47.9875,76.08,71,8,4.45,clear sky
460,Manali,IN,13.1667,80.2667,81.07,91,2,1.81,clear sky
461,Jinchang,CN,38.4953,102.1739,27.14,45,28,6.67,scattered clouds
462,Katsuura,JP,35.1333,140.3,51.19,73,100,10.02,overcast clouds
463,San Patricio,US,28.017,-97.5169,79.48,84,100,13.8,overcast clouds
464,Daru,PG,-9.0763,143.2092,83.79,70,100,1.68,overcast clouds
465,Krasnoselkup,RU,65.7,82.4667,-34.85,100,30,4.18,scattered clouds
466,Port Washington,US,40.8257,-73.6982,46.85,50,75,1.99,broken clouds
467,Gore,NZ,-46.1028,168.9436,55.22,53,95,7.45,overcast clouds
468,Chicama,PE,-7.8447,-79.1469,63.14,79,100,6.49,overcast clouds
469,San Miguel,SV,13.4833,-88.1833,91.0,46,20,0.0,few clouds
470,Frontera,MX,26.9333,-101.45,73.33,68,75,0.0,broken clouds
471,Baracoa,CU,20.3467,-74.4958,77.5,88,57,9.17,broken clouds
472,Mawlaik,MM,23.6333,94.4167,67.75,99,99,2.01,overcast clouds
473,Sebeta,ET,8.9167,38.6167,47.97,61,5,2.26,clear sky
474,San Matias,BO,-16.3667,-58.4,74.25,96,99,4.83,moderate rain
475,Sioux Lookout,CA,50.1001,-91.917,21.58,86,90,4.61,light snow
476,Ballyshannon,IE,54.5,-8.1833,41.74,82,100,16.75,light rain
477,Mesyagutovo,RU,55.5303,58.2528,23.25,95,100,4.34,overcast clouds
478,Macau,MO,22.2006,113.5461,64.08,63,0,13.8,clear sky
479,Ayan,RU,56.45,138.1667,22.17,67,100,6.91,overcast clouds
480,Youhao,CN,47.8667,128.8333,17.01,94,73,5.59,broken clouds
481,Watsa,CD,3.0372,29.5355,64.29,82,100,2.95,overcast clouds
482,Mwene-Ditu,CD,-7.0,23.45,65.1,99,98,4.03,light rain
483,Gat,IL,31.61,34.7642,61.39,53,37,8.81,scattered clouds
484,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.6,86,43,14.61,scattered clouds
485,Khakhea,BW,-24.6895,23.494,69.1,77,71,1.3,broken clouds
486,Poway,US,32.9628,-117.0359,75.43,63,1,1.99,haze
487,Gombong,ID,-7.6072,109.5142,82.83,82,98,0.83,overcast clouds
488,Progreso,MX,21.2833,-89.6667,84.31,77,0,12.46,clear sky
489,Kudahuvadhoo,MV,2.6708,72.8944,82.09,75,89,14.16,overcast clouds
490,Rincon,US,32.296,-81.2354,62.56,77,20,3.44,few clouds
491,Belton,US,38.812,-94.5319,62.67,56,1,5.01,clear sky
492,Olafsvik,IS,64.8945,-23.7142,42.01,87,100,12.39,overcast clouds
493,Ziarat,PK,30.3823,67.7282,30.38,38,0,5.28,clear sky
494,Makakilo City,US,21.3469,-158.0858,72.61,78,90,5.75,light rain
495,Mehamn,NO,71.0357,27.8492,28.35,74,90,25.32,light shower snow
496,Cabra,ES,37.4725,-4.4421,47.64,82,4,2.55,clear sky
497,Hami,CN,42.8,93.45,28.47,53,99,3.89,overcast clouds
498,Muros,ES,42.7762,-9.0603,53.24,94,52,3.58,broken clouds
499,Velsk,RU,61.0701,42.0983,0.28,100,96,1.39,overcast clouds
500,Saldanha,ZA,-33.0117,17.9442,60.85,92,20,15.75,few clouds
501,Cairns,AU,-16.9167,145.7667,92.1,58,1,12.66,clear sky
502,Chifeng,CN,42.2683,118.9636,29.23,45,62,6.6,broken clouds
503,Bud,US,39.447,-86.1758,59.09,92,100,15.35,overcast clouds
504,Itoman,JP,26.1247,127.6694,69.82,62,20,10.36,few clouds
505,Porbandar,IN,21.6422,69.6093,71.94,54,0,10.69,clear sky
506,Caxito,AO,-8.5785,13.6643,81.25,93,100,2.01,overcast clouds
507,Linxia,CN,35.6003,103.2064,26.15,62,0,2.44,clear sky
508,Itarema,BR,-2.9248,-39.9167,81.01,80,12,16.82,few clouds
509,Kholm-Zhirkovskiy,RU,55.5189,33.4731,21.27,98,99,4.25,overcast clouds
510,Bichura,RU,50.5881,107.6022,11.79,87,28,3.18,scattered clouds
511,Half Moon Bay,US,37.4636,-122.4286,66.51,75,1,1.99,clear sky
512,Qasigiannguit,GL,68.8193,-51.1922,30.45,62,100,17.34,overcast clouds
513,Fez,MA,34.0372,-4.9998,52.05,87,0,4.61,clear sky
514,Kalengwa,ZM,-13.4659,25.0027,69.58,60,84,5.55,broken clouds
515,Griffith,US,41.5284,-87.4237,46.09,100,90,6.91,light rain
516,Pangnirtung,CA,66.1451,-65.7125,7.14,97,100,6.6,light snow
517,Lucapa,AO,-8.4192,20.7447,64.94,98,63,2.19,broken clouds
518,Naze,JP,28.3667,129.4833,65.32,69,63,17.54,broken clouds
519,Albury,AU,-36.0833,146.9167,70.14,64,86,14.97,overcast clouds
520,Quang Ngai,VN,15.1167,108.8,66.47,94,100,8.39,overcast clouds
521,Adrar,MR,20.5022,-10.0711,60.71,13,100,10.92,overcast clouds
522,At-Bashi,KG,41.1702,75.8106,17.89,67,100,0.89,overcast clouds
523,Vila Velha,BR,-20.3297,-40.2925,78.75,86,40,7.0,scattered clouds
524,Boyolangu,ID,-8.1181,111.8935,76.53,92,100,5.57,overcast clouds
525,Sibolga,ID,1.7427,98.7792,75.97,85,91,2.91,overcast clouds
526,Ngunguru,NZ,-35.6167,174.5,77.16,80,44,13.0,scattered clouds
527,Brae,GB,60.3964,-1.353,40.91,65,74,9.35,broken clouds
528,Beloha,MG,-25.1667,45.05,71.96,95,4,4.05,clear sky
529,Bar Harbor,US,44.3876,-68.2039,31.91,61,1,0.0,clear sky
530,Dwarka,IN,22.2394,68.9678,74.1,57,0,13.51,clear sky
531,Pipirig,RO,47.25,26.0667,30.06,91,84,3.44,broken clouds
532,Takoradi,GH,4.8845,-1.7554,80.17,84,44,8.75,scattered clouds
533,Kapchorwa,UG,1.3965,34.4509,58.96,66,98,5.3,overcast clouds
534,Tena,EC,-0.9833,-77.8167,77.76,97,86,1.79,moderate rain
535,Nedjo,ET,9.5046,35.5019,58.55,44,4,1.77,clear sky
536,Badarwas,IN,24.9667,77.5667,63.0,52,77,4.81,broken clouds
537,Zhigansk,RU,66.7697,123.3711,-27.62,96,100,6.67,overcast clouds
538,Cuenca,EC,-2.8833,-78.9833,62.73,77,75,5.75,light rain
539,Lumeje,AO,-11.55,20.7833,66.47,89,74,2.82,broken clouds
540,Porto Santo,PT,33.072,-16.3415,64.78,59,75,16.11,broken clouds
541,Kandrian,PG,-6.2167,149.55,85.48,67,92,5.3,overcast clouds
542,Bida,NG,9.0833,6.0167,79.09,29,80,4.94,broken clouds
543,Ca Mau,VN,9.1769,105.15,70.5,83,95,7.02,overcast clouds
544,Tocopilla,CL,-22.092,-70.1979,66.79,67,78,2.95,broken clouds
545,Warrnambool,AU,-38.3833,142.4833,70.81,46,98,7.76,overcast clouds
546,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.23,88,40,3.44,scattered clouds
547,Rovaniemi,FI,66.5,25.7167,-8.19,84,90,5.75,overcast clouds
548,Sakaide,JP,34.3167,133.85,41.34,93,75,6.91,broken clouds
549,Gunjur,GM,13.2019,-16.7339,73.47,94,100,5.75,overcast clouds
550,Makurdi,NG,7.7411,8.5121,79.36,34,50,1.45,scattered clouds
551,Tagusao,PH,9.1924,117.8141,78.76,74,12,4.05,few clouds
552,Anadyr,RU,64.75,177.4833,1.9,84,90,35.01,heavy snow
553,Satwas,IN,22.5333,76.6833,64.49,53,29,4.79,scattered clouds
554,Grootfontein,NA,-19.5667,18.1167,67.57,68,31,3.44,scattered clouds
555,Cacapava Do Sul,BR,-30.5122,-53.4914,64.29,79,82,9.17,broken clouds
556,Zhongshu,CN,24.5167,103.7667,44.76,95,62,2.68,broken clouds
557,Marzuq,YE,14.4,46.4667,58.86,40,3,1.5,clear sky
558,Kilindoni,TZ,-7.9139,39.6668,79.41,80,86,6.17,overcast clouds
559,Tuy Hoa,VN,13.0833,109.3,70.72,93,100,7.9,overcast clouds
560,Amurzet,RU,47.6967,131.0981,19.98,94,100,3.74,light snow
561,Girvan,GB,55.2426,-4.8555,34.32,79,90,13.53,overcast clouds
562,Gari,RU,59.4307,62.3497,4.06,92,89,3.65,light snow
563,Vuktyl,RU,63.8567,57.3094,-12.96,93,7,0.13,clear sky
564,Palmer,US,42.1584,-72.3287,38.8,65,75,3.44,broken clouds
565,Canto Do Buriti,BR,-8.11,-42.9444,75.69,82,66,2.3,broken clouds
566,Yanam,IN,16.7333,82.2167,74.16,94,10,3.4,clear sky
567,Mayskiy,RU,47.6931,40.1025,38.44,89,100,2.8,overcast clouds
568,Chernyshevskiy,RU,63.0128,112.4714,-37.98,100,21,2.95,few clouds
569,Mecca,SA,21.4267,39.8261,73.85,75,1,3.09,clear sky
570,Yeppoon,AU,-23.1333,150.7333,80.38,68,72,13.29,broken clouds
571,Solenzo,BF,12.1833,-4.0833,76.87,13,9,5.39,clear sky
572,Kyzyl,RU,51.7,94.45,-5.4,98,93,0.58,overcast clouds
573,Deniliquin,AU,-35.5333,144.9667,67.21,48,100,13.02,light rain
574,Bertoua,CM,4.5833,13.6833,72.72,68,100,1.61,overcast clouds
575,Vestmannaeyjar,IS,63.4427,-20.2734,44.17,74,100,18.95,overcast clouds
576,Ramnagar,IN,29.4,79.1167,59.22,62,49,5.73,scattered clouds
577,Zahir Pir,PK,28.8124,70.524,59.5,26,0,6.89,clear sky
578,Ranong,TH,9.9658,98.6348,73.33,85,96,6.51,overcast clouds
579,Basar,IN,27.9833,94.6667,53.64,86,68,2.42,broken clouds
580,Tacoronte,ES,28.4769,-16.4102,64.8,74,40,10.0,scattered clouds
581,Beipiao,CN,41.7919,120.7792,33.4,44,98,15.61,overcast clouds
582,Esperance,AU,-33.8667,121.9,64.24,67,90,12.33,overcast clouds
583,Hasaki,JP,35.7333,140.8333,46.8,61,100,10.16,overcast clouds
584,Pyshma,RU,56.9523,63.2513,24.28,93,100,4.16,overcast clouds
585,Karratha,AU,-20.7377,116.8463,91.27,25,37,17.0,scattered clouds
586,Labrea,BR,-7.2586,-64.7981,74.98,97,97,0.65,moderate rain
587,Wairoa,NZ,-39.0333,177.3667,79.56,52,89,3.0,overcast clouds
588,Novopokrovka,UA,49.8425,36.5477,28.78,77,100,4.56,overcast clouds
589,Bourail,NC,-21.5667,165.4833,85.77,58,25,3.11,scattered clouds
590,Pakokku,MM,21.3333,95.1,68.09,80,3,1.92,clear sky
591,Channapatna,IN,12.65,77.2167,71.73,79,92,3.53,overcast clouds
592,Kavaratti,IN,10.5669,72.642,80.8,71,66,12.66,broken clouds
593,Arawa,PG,-6.2132,155.5367,85.41,71,100,2.37,overcast clouds
594,Pangai,TO,-19.8,-174.35,84.31,65,20,16.11,few clouds
595,Rodney,CA,42.5668,-81.6831,33.73,83,100,14.09,snow
596,Sharlyk,RU,52.9167,54.75,27.07,93,100,5.84,light snow
597,Ipixuna,BR,-1.7625,-48.8043,75.15,93,90,1.92,overcast clouds
598,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,20.71,few clouds
